cik,component,size
1664740,0,12562
1080340,0,12562
1468910,2,2
888471,2,2
1694028,0,12562
1623925,0,12562
1157806,0,12562
816761,0,12562
889331,0,12562
862861,0,12562
1045742,0,12562
825313,0,12562
1333986,0,12562
1109448,0,12562
727920,0,12562
812796,0,12562
80424,0,12562
1326801,0,12562
1587246,0,12562
1439095,0,12562
913241,0,12562
1113513,0,12562
1691299,0,12562
1656936,0,12562
949961,0,12562
733590,0,12562
1102238,0,12562
867038,0,12562
1555280,0,12562
1136893,0,12562
940944,0,12562
768835,0,12562
916365,0,12562
800240,0,12562
65770,0,12562
1470099,0,12562
1113169,0,12562
892537,0,12562
1048286,0,12562
1664703,0,12562
1674168,0,12562
906553,0,12562
1362705,0,12562
1528837,0,12562
1337619,0,12562
1487371,0,12562
1567683,0,12562
1637757,0,12562
1533840,0,12562
1310914,0,12562
1466225,0,12562
1559484,0,12562
891024,0,12562
109563,0,12562
1046568,0,12562
1550695,0,12562
1124804,0,12562
1553023,0,12562
1089531,0,12562
1473334,0,12562
1609253,0,12562
1581990,0,12562
1070423,0,12562
1090425,0,12562
899045,0,12562
922360,0,12562
1012493,0,12562
922358,0,12562
922359,0,12562
1067063,0,12562
924901,0,12562
1438133,0,12562
92416,0,12562
1692115,0,12562
941713,0,12562
921082,0,12562
751364,0,12562
765880,0,12562
1176373,0,12562
1624658,0,12562
1410939,0,12562
1434842,0,12562
1496099,0,12562
1559865,0,12562
1301787,0,12562
1589526,0,12562
1691303,0,12562
1636282,0,12562
1273636,0,12562
1123360,0,12562
107140,0,12562
949039,0,12562
1336047,0,12562
1405041,0,12562
1624826,0,12562
896878,0,12562
1490161,0,12562
1708341,0,12562
1100441,0,12562
790526,0,12562
1688941,0,12562
1678463,0,12562
1019695,0,12562
1453687,0,12562
13156,0,12562
1071255,0,12562
74145,0,12562
1021635,0,12562
1591763,0,12562
1396033,0,12562
813298,0,12562
1177648,0,12562
792977,0,12562
1280058,0,12562
1473597,0,12562
883237,0,12562
876437,0,12562
49826,0,12562
277135,0,12562
926617,0,12562
1169987,0,12562
1370880,0,12562
1058057,0,12562
723125,0,12562
922864,0,12562
926660,0,12562
1421461,0,12562
726728,0,12562
915140,0,12562
910612,0,12562
933136,0,12562
1651052,0,12562
1567925,132,2
1482974,132,2
1495932,0,12562
1404804,0,12562
1363958,0,12562
1339970,0,12562
1466301,0,12562
811156,0,12562
201533,0,12562
1731289,0,12562
1708055,0,12562
1047884,0,12562
787253,0,12562
1692819,0,12562
1685715,0,12562
1024305,0,12562
1418135,0,12562
1733186,0,12562
9389,0,12562
1660734,0,12562
27673,0,12562
315189,0,12562
1039065,0,12562
1571283,0,12562
1286964,0,12562
1181749,0,12562
730464,0,12562
105319,0,12562
1609351,0,12562
317540,0,12562
811589,0,12562
815097,0,12562
1125259,0,12562
1343304,0,12562
1492658,0,12562
90144,0,12562
928576,0,12562
1081316,0,12562
75594,0,12562
71180,0,12562
1098296,0,12562
1704720,0,12562
70866,0,12562
1617227,0,12562
1707178,0,12562
1566445,0,12562
2186,0,12562
1591890,0,12562
946454,0,12562
1608638,0,12562
1170010,0,12562
1267238,0,12562
1101239,0,12562
1280263,0,12562
1262039,0,12562
1495240,0,12562
1143513,0,12562
1321741,0,12562
1234006,0,12562
1067294,0,12562
1495231,0,12562
1309402,0,12562
1635650,0,12562
826675,0,12562
873860,0,12562
1034842,0,12562
1454789,0,12562
1031296,0,12562
1519061,0,12562
1597264,0,12562
1293971,0,12562
1485003,0,12562
1693415,0,12562
706688,0,12562
36047,0,12562
1482512,0,12562
1496264,0,12562
81362,0,12562
84748,0,12562
1674760,0,12562
1683074,0,12562
97134,0,12562
11199,0,12562
1652130,0,12562
1701108,0,12562
1634432,0,12562
1586105,0,12562
1160308,0,12562
915912,0,12562
1681169,0,12562
1611547,0,12562
1705110,0,12562
891103,0,12562
1437106,0,12562
1265107,0,12562
1311370,0,12562
1326141,0,12562
863436,0,12562
728535,0,12562
943452,0,12562
1610950,0,12562
1590584,0,12562
1171486,0,12562
1722287,0,12562
1415332,0,12562
1331757,0,12562
1060224,0,12562
944314,0,12562
1270073,0,12562
1746466,0,12562
893691,0,12562
1142750,0,12562
1581776,0,12562
912595,0,12562
1419600,0,12562
109177,0,12562
1592706,0,12562
1434418,0,12562
1654151,0,12562
1582313,0,12562
874015,0,12562
29332,0,12562
1115055,0,12562
1519751,0,12562
1591698,0,12562
48287,0,12562
1334978,0,12562
1704715,0,12562
1318084,0,12562
1735184,0,12562
894315,0,12562
809248,0,12562
