cik,component,size
794619,0,3950
18172,0,3950
86104,0,3950
33619,0,3950
30841,0,3950
1028461,0,3950
825692,0,3950
813621,0,3950
107681,0,3950
1049316,0,3950
1108109,0,3950
919943,0,3950
97452,0,3950
1262943,0,3950
40211,0,3950
752714,0,3950
357019,0,3950
935724,0,3950
946842,0,3950
1162315,0,3950
1055455,0,3950
3202,0,3950
81100,0,3950
1085392,0,3950
766421,0,3950
1102238,25,5
733590,25,5
1031296,0,3950
65350,0,3950
73960,0,3950
1107914,0,3950
77227,0,3950
53456,0,3950
352049,0,3950
20947,0,3950
77278,0,3950
853274,0,3950
830156,0,3950
891098,0,3950
353567,0,3950
83612,0,3950
876437,0,3950
1169638,0,3950
1012967,0,3950
1169640,0,3950
1059341,0,3950
1142257,0,3950
1142258,0,3950
1059142,0,3950
1060383,0,3950
1035656,50,5
1089443,50,5
1126956,52,2
57183,52,2
1009395,0,3950
790948,0,3950
20171,0,3950
1013220,0,3950
930835,0,3950
1158323,0,3950
907410,0,3950
1141363,0,3950
350426,0,3950
1070423,0,3950
1001865,0,3950
1013559,0,3950
1090425,0,3950
899045,0,3950
1214816,0,3950
80661,0,3950
922360,0,3950
1012493,0,3950
922358,0,3950
922359,0,3950
879957,0,3950
913951,0,3950
1265037,0,3950
1220823,0,3950
1224965,0,3950
1251607,0,3950
1228952,0,3950
1251609,0,3950
1251610,0,3950
1261850,0,3950
1274653,0,3950
1217061,0,3950
1237940,0,3950
1262016,0,3950
1230021,0,3950
1257545,0,3950
1265227,0,3950
1229905,0,3950
1271506,0,3950
1257434,0,3950
1225180,0,3950
1250915,0,3950
1217001,0,3950
1265517,0,3950
1221357,0,3950
1257967,0,3950
1221358,0,3950
1268734,0,3950
1236863,0,3950
1057217,0,3950
874015,0,3950
835664,0,3950
1216596,0,3950
72423,0,3950
941713,0,3950
921082,0,3950
1069353,0,3950
1224370,0,3950
4127,0,3950
87864,0,3950
1039065,0,3950
791915,0,3950
319191,0,3950
931948,0,3950
882104,0,3950
891504,0,3950
835011,0,3950
831327,0,3950
1161728,122,3
61339,122,3
1065088,0,3950
896878,0,3950
35214,0,3950
1144519,0,3950
800082,0,3950
1001915,0,3950
1035443,0,3950
751364,0,3950
813828,0,3950
1085734,0,3950
318378,0,3950
1101215,0,3950
1040240,136,3
1098635,136,3
1073703,136,3
921500,0,3950
883902,0,3950
822746,0,3950
315131,0,3950
787250,143,2
27430,143,2
813461,0,3950
946343,0,3950
727892,147,2
1093644,147,2
1060009,0,3950
795212,0,3950
766561,0,3950
1054374,0,3950
1029787,0,3950
1241199,0,3950
1123313,0,3950
1137861,0,3950
922864,0,3950
804138,0,3950
926660,0,3950
768892,0,3950
924940,0,3950
945841,0,3950
935036,0,3950
857644,164,2
1045548,164,2
1091667,0,3950
1085475,0,3950
1085476,0,3950
1067701,0,3950
1047166,0,3950
37637,0,3950
17797,0,3950
70858,0,3950
1094093,0,3950
357261,0,3950
23666,0,3950
314132,0,3950
840319,0,3950
903127,0,3950
812900,0,3950
1012271,0,3950
1047884,0,3950
787253,0,3950
30419,0,3950
1065310,0,3950
41296,0,3950
879554,0,3950
1032761,0,3950
1043604,0,3950
1013794,0,3950
1111853,0,3950
1192503,192,2
1267023,192,2
890465,0,3950
921506,0,3950
7332,0,3950
28917,0,3950
1265492,0,3950
1262102,0,3950
773468,0,3950
867665,0,3950
1034755,0,3950
1161824,0,3950
1176512,0,3950
1225666,0,3950
1184288,0,3950
1194886,0,3950
1161767,0,3950
1174472,0,3950
1212297,0,3950
1158443,0,3950
1178990,0,3950
1202835,0,3950
1168564,0,3950
1172436,0,3950
1172410,0,3950
1229726,0,3950
1038280,0,3950
23019,0,3950
847466,0,3950
1143513,221,2
1234006,221,2
1040853,0,3950
906709,0,3950
949256,0,3950
949258,0,3950
949260,0,3950
949262,0,3950
949149,0,3950
1087415,0,3950
1087416,0,3950
1087417,0,3950
1087418,0,3950
1087419,0,3950
1087420,0,3950
1087421,0,3950
1017939,0,3950
1017941,0,3950
949462,0,3950
1017943,0,3950
1017945,0,3950
1017946,0,3950
1017947,0,3950
1087460,0,3950
1097322,0,3950
1083269,0,3950
709519,0,3950
891456,0,3950
846930,249,2
30573,249,2
810536,0,3950
1035985,252,4
1067075,252,4
1140184,0,3950
29534,0,3950
1091312,0,3950
1088022,0,3950
924642,0,3950
771252,0,3950
906326,0,3950
1022974,0,3950
1115143,0,3950
1007330,0,3950
1041333,0,3950
914536,0,3950
1097338,0,3950
1003464,0,3950
719722,0,3950
787030,0,3950
1043121,0,3950
1037540,0,3950
354908,0,3950
1124887,0,3950
889057,0,3950
1002637,0,3950
1048914,0,3950
949859,0,3950
912046,0,3950
1041326,0,3950
873394,0,3950
1250873,0,3950
1138301,0,3950
1001039,0,3950
12927,0,3950
1111632,0,3950
1048982,0,3950
77877,287,21
8855,287,21
897729,0,3950
1052517,0,3950
1006918,0,3950
1052519,0,3950
1226932,0,3950
1226933,0,3950
943320,0,3950
708819,0,3950
356309,0,3950
927632,298,13
927630,298,13
1095858,0,3950
352183,0,3950
790705,0,3950
1120295,0,3950
1141270,304,2
1141271,304,2
824142,0,3950
791348,0,3950
1136294,0,3950
1001233,0,3950
1042825,0,3950
1017673,311,8
1162556,311,8
320340,0,3950
909950,0,3950
352915,0,3950
18396,0,3950
924901,0,3950
1067063,0,3950
1059364,0,3950
30927,0,3950
1059567,0,3950
1059568,0,3950
1059570,0,3950
1059572,0,3950
1059573,0,3950
1059575,0,3950
1059576,0,3950
719866,0,3950
737758,0,3950
1070985,0,3950
801337,0,3950
54681,0,3950
909832,0,3950
746515,0,3950
719589,0,3950
814222,0,3950
765232,0,3950
703667,0,3950
354964,0,3950
841942,0,3950
745302,0,3950
1013238,0,3950
1073695,0,3950
1033905,0,3950
910638,0,3950
941138,0,3950
100122,0,3950
1166691,0,3950
821480,0,3950
789292,0,3950
810963,0,3950
774557,0,3950
810334,0,3950
782975,0,3950
1175598,0,3950
1198813,0,3950
1221382,0,3950
9346,0,3950
315189,0,3950
67716,0,3950
860413,0,3950
894010,0,3950
819527,0,3950
1079458,0,3950
740694,0,3950
9984,0,3950
60876,367,2
718916,367,2
920760,0,3950
1063744,0,3950
880285,371,2
1173911,371,2
73952,0,3950
814547,0,3950
1036081,0,3950
717605,0,3950
701985,0,3950
1176435,0,3950
1068848,0,3950
949536,0,3950
1027343,0,3950
1074545,0,3950
1051827,0,3950
1051828,0,3950
1031002,0,3950
1052635,0,3950
916536,0,3950
1174802,0,3950
930796,0,3950
775368,0,3950
901696,0,3950
1139650,0,3950
1102542,0,3950
835324,394,2
899166,394,2
84792,0,3950
277135,0,3950
1057233,0,3950
1057234,0,3950
879884,0,3950
815097,0,3950
1125259,0,3950
934280,403,2
1259429,403,2
746481,0,3950
1043337,0,3950
216275,0,3950
1248510,0,3950
1273494,0,3950
7431,0,3950
1075656,0,3950
1109304,0,3950
97854,0,3950
1049210,0,3950
1052547,0,3950
1161924,0,3950
873591,0,3950
31978,0,3950
1015780,0,3950
319697,0,3950
43196,0,3950
8177,0,3950
1235091,0,3950
912766,0,3950
67625,425,3
67618,425,3
752642,425,3
110104,0,3950
72020,0,3950
1034669,0,3950
1144331,0,3950
319687,0,3950
78814,0,3950
93751,0,3950
20762,0,3950
1159119,0,3950
3146,437,2
277595,437,2
1095600,0,3950
1100813,0,3950
1101239,0,3950
1027443,50,5
1096385,0,3950
92195,0,3950
1129542,0,3950
50183,0,3950
1061892,0,3950
1061893,0,3950
1045539,449,14
1045540,449,14
1045541,449,14
1045542,449,14
1045543,449,14
1045544,449,14
1045545,449,14
1045546,449,14
1045547,449,14
830253,449,14
1040270,449,14
101462,449,14
1236901,0,3950
1225260,0,3950
935063,0,3950
1229913,0,3950
1076930,0,3950
79958,0,3950
1051848,0,3950
1056112,0,3950
1024149,0,3950
1056121,0,3950
1160529,0,3950
1077175,0,3950
922255,0,3950
826682,0,3950
1076167,0,3950
1034842,0,3950
865231,0,3950
1195137,0,3950
1268738,0,3950
1207427,0,3950
1208072,0,3950
1172492,0,3950
1165837,0,3950
1172493,0,3950
1200402,0,3950
1261846,0,3950
1225115,0,3950
1216795,0,3950
1208088,0,3950
1257627,0,3950
1185314,0,3950
1185317,0,3950
1229480,0,3950
1271465,0,3950
1195050,0,3950
1168429,0,3950
1168182,0,3950
1191160,0,3950
1274434,0,3950
1213504,0,3950
1201861,0,3950
1271367,0,3950
1271499,0,3950
1168208,0,3950
1229906,0,3950
1172434,0,3950
1192402,0,3950
1177045,0,3950
1174614,0,3950
1257431,0,3950
1192667,0,3950
1268958,0,3950
1176289,0,3950
1271783,0,3950
1202536,0,3950
1212136,0,3950
1237230,0,3950
1209590,0,3950
1168888,0,3950
715273,0,3950
1178717,0,3950
880430,0,3950
1012100,0,3950
1002235,0,3950
911215,0,3950
1109448,526,2
825313,526,2
59229,0,3950
1093434,0,3950
737207,0,3950
722392,0,3950
886206,0,3950
1097264,0,3950
722830,0,3950
835955,535,2
927807,535,2
719739,0,3950
1022926,0,3950
1095996,0,3950
943061,0,3950
14195,0,3950
885639,0,3950
68505,0,3950
1080306,0,3950
1137789,0,3950
1040470,0,3950
1095099,0,3950
868326,0,3950
866787,0,3950
1027884,0,3950
1108827,0,3950
764044,0,3950
751652,0,3950
910406,0,3950
875751,0,3950
1045829,0,3950
1141103,0,3950
790162,0,3950
790163,0,3950
73076,0,3950
1053369,0,3950
1106773,0,3950
1048477,0,3950
1107978,0,3950
915354,0,3950
48465,0,3950
1177238,0,3950
1170010,0,3950
901219,0,3950
895421,0,3950
1119811,0,3950
1051116,0,3950
1063574,0,3950
13239,0,3950
919794,0,3950
700564,0,3950
740761,577,3
854860,577,3
1053439,577,3
355766,580,2
865439,580,2
872589,0,3950
59478,0,3950
1021860,0,3950
1170565,0,3950
1140415,0,3950
789881,0,3950
934445,0,3950
1001426,0,3950
859475,0,3950
1121827,591,5
1121812,591,5
1121813,591,5
1121814,591,5
1121816,591,5
824169,0,3950
1051719,0,3950
1045577,598,3
874394,598,3
904005,598,3
1265131,0,3950
1278679,0,3950
74145,0,3950
1021635,0,3950
98222,0,3950
804328,0,3950
26076,0,3950
804217,608,5
827830,608,5
907254,0,3950
1048286,0,3950
1061322,0,3950
108312,0,3950
74058,0,3950
106170,0,3950
23426,0,3950
315256,0,3950
72741,0,3950
1002225,0,3950
1077814,0,3950
906107,0,3950
931182,0,3950
915840,0,3950
870753,0,3950
1056874,0,3950
1051512,0,3950
913165,0,3950
1127712,0,3950
317187,0,3950
922224,0,3950
1161976,0,3950
1083000,0,3950
1142701,0,3950
771950,0,3950
893162,0,3950
743988,0,3950
1045609,0,3950
1045610,0,3950
849213,0,3950
1059496,0,3950
1050112,0,3950
1059498,0,3950
1072341,0,3950
1018332,0,3950
5133,0,3950
99780,0,3950
879215,0,3950
1229505,0,3950
32880,0,3950
24545,0,3950
923144,0,3950
869231,0,3950
81050,653,2
1017815,653,2
60751,0,3950
831967,0,3950
1105705,0,3950
1048911,0,3950
723592,0,3950
96943,0,3950
51434,0,3950
1018963,0,3950
1069665,0,3950
890491,0,3950
1157644,0,3950
1017968,0,3950
849778,0,3950
1057746,0,3950
1047127,0,3950
910606,0,3950
1066247,0,3950
808450,0,3950
49996,0,3950
855654,0,3950
858877,0,3950
1011006,0,3950
1006837,0,3950
1168061,0,3950
202058,0,3950
320187,0,3950
34285,0,3950
1016229,0,3950
796486,0,3950
46080,0,3950
888165,0,3950
1061792,686,2
864292,686,2
1091530,0,3950
895810,0,3950
1116317,0,3950
35527,0,3950
1050825,0,3950
848865,0,3950
43362,0,3950
716039,0,3950
917170,0,3950
1283027,0,3950
1283028,0,3950
1283030,0,3950
1283031,0,3950
1283032,0,3950
1283033,0,3950
1022344,0,3950
1063761,0,3950
82811,0,3950
1032033,0,3950
1011661,0,3950
1113247,0,3950
1042185,0,3950
1044435,0,3950
785312,0,3950
1174469,0,3950
1174470,0,3950
934798,0,3950
1101200,0,3950
1101201,0,3950
1101202,0,3950
1182076,0,3950
78003,0,3950
97476,0,3950
886982,0,3950
318154,0,3950
860730,0,3950
849145,0,3950
793523,0,3950
1052100,0,3950
728535,0,3950
886137,0,3950
1141732,0,3950
783005,0,3950
836157,0,3950
946454,0,3950
1268803,0,3950
1216147,0,3950
1230510,0,3950
33656,0,3950
850429,0,3950
1014672,0,3950
1076481,0,3950
350563,740,2
96271,740,2
1179060,0,3950
1209821,0,3950
316206,0,3950
48595,0,3950
884905,0,3950
1115222,0,3950
1088771,0,3950
1060349,0,3950
34408,0,3950
1013243,0,3950
881695,0,3950
948515,0,3950
922475,0,3950
814258,0,3950
865436,0,3950
1166565,0,3950
1176394,0,3950
1261841,0,3950
1174396,0,3950
1089510,0,3950
1089511,0,3950
909791,0,3950
912145,0,3950
704051,0,3950
75252,0,3950
57528,0,3950
93319,0,3950
1095651,0,3950
1043946,0,3950
1085621,0,3950
1019756,0,3950
889005,0,3950
1261680,774,2
1261679,774,2
843368,776,2
813658,776,2
6201,0,3950
4515,0,3950
903129,0,3950
813781,0,3950
1029786,0,3950
205695,0,3950
1750,0,3950
3327,0,3950
92344,0,3950
797448,0,3950
1123360,0,3950
1134016,0,3950
1099534,0,3950
810363,0,3950
870742,0,3950
846471,0,3950
1080034,0,3950
789132,0,3950
913616,0,3950
805914,0,3950
861819,0,3950
39263,0,3950
1062195,800,4
796735,800,4
317540,0,3950
916310,0,3950
916230,0,3950
25191,0,3950
1029864,0,3950
799088,0,3950
839484,0,3950
1157377,0,3950
1013237,0,3950
879169,0,3950
1079028,0,3950
1217630,813,3
914063,813,3
780571,0,3950
1052595,0,3950
949491,0,3950
911109,0,3950
1017158,0,3950
1800,0,3950
57515,0,3950
105668,0,3950
1017480,823,3
891919,823,3
736291,0,3950
1050167,0,3950
1107216,0,3950
1141399,0,3950
1061504,0,3950
1061507,0,3950
10427,0,3950
854222,0,3950
314808,0,3950
1126294,0,3950
1028358,0,3950
33185,0,3950
1163165,0,3950
1100917,0,3950
1088653,0,3950
790528,0,3950
919465,841,2
919463,841,2
1190046,0,3950
914475,0,3950
874663,0,3950
1108341,0,3950
896159,0,3950
723889,0,3950
949876,0,3950
1024342,0,3950
814457,0,3950
97210,0,3950
1079023,0,3950
835666,854,3
917259,854,3
904918,854,3
54476,0,3950
1143068,0,3950
793952,0,3950
1066605,0,3950
1129425,0,3950
1118361,0,3950
706539,0,3950
921691,0,3950
874214,0,3950
823768,0,3950
67931,0,3950
1049108,0,3950
23675,0,3950
1130464,0,3950
12400,0,3950
808362,0,3950
895663,0,3950
763532,874,2
794172,874,2
1142417,876,5
1142125,876,5
1158165,876,5
1105982,0,3950
1108951,0,3950
832428,0,3950
1068199,0,3950
894315,0,3950
875355,0,3950
911149,0,3950
1084827,0,3950
711039,0,3950
1121026,0,3950
216539,0,3950
722077,0,3950
68589,0,3950
1057352,0,3950
906192,0,3950
1070940,894,3
744455,894,3
857593,0,3950
40533,0,3950
899051,0,3950
1084408,0,3950
709283,0,3950
70530,0,3950
1056294,0,3950
1002663,0,3950
833640,0,3950
851310,0,3950
881890,0,3950
894572,907,2
835270,907,2
1026743,0,3950
1021162,0,3950
1260167,0,3950
1227654,0,3950
1160726,0,3950
1057060,0,3950
95574,0,3950
1228230,0,3950
1271195,0,3950
1216311,0,3950
1264952,0,3950
1221051,0,3950
1273983,0,3950
850460,0,3950
945688,0,3950
875657,0,3950
1069878,0,3950
1109357,0,3950
78100,0,3950
1168165,0,3950
22606,0,3950
1030653,0,3950
1166291,0,3950
932110,0,3950
703351,0,3950
277375,0,3950
863680,0,3950
821995,0,3950
815838,0,3950
85961,0,3950
24741,0,3950
1041954,0,3950
1096788,0,3950
895364,942,5
895366,942,5
1095722,942,5
1095723,942,5
1052796,942,5
1078706,0,3950
927314,0,3950
1078820,0,3950
54291,0,3950
811596,0,3950
106040,0,3950
1037760,0,3950
1159297,0,3950
788784,0,3950
81033,0,3950
1158659,0,3950
1089206,0,3950
1067837,0,3950
24491,0,3950
1054721,0,3950
887151,0,3950
948034,0,3950
1010470,0,3950
711665,0,3950
356080,0,3950
1122976,0,3950
74273,0,3950
1023362,0,3950
350917,0,3950
98246,0,3950
58592,0,3950
1067702,0,3950
878560,0,3950
1013467,0,3950
910632,976,8
1061134,976,8
874320,976,8
1157522,976,8
947986,976,8
1121716,976,8
881788,976,8
1220606,976,8
311505,0,3950
701319,0,3950
845818,0,3950
1144215,0,3950
1029863,0,3950
1174922,0,3950
109261,0,3950
1164727,0,3950
706270,0,3950
878726,0,3950
899597,0,3950
864240,0,3950
12659,0,3950
939930,0,3950
898293,0,3950
790703,0,3950
99250,0,3950
110019,0,3950
918386,0,3950
701811,0,3950
37008,1004,7
855103,1004,7
1090012,0,3950
701374,0,3950
49071,0,3950
1268488,1009,9
1248641,1009,9
1272514,1009,9
936340,0,3950
28412,0,3950
215419,0,3950
1028985,0,3950
889423,0,3950
64463,0,3950
1049606,0,3950
59255,0,3950
1035216,1020,2
91928,1020,2
1041403,0,3950
754516,0,3950
897893,0,3950
18675,1025,4
1046861,1025,4
84557,1025,4
71675,1025,4
1173489,0,3950
915778,0,3950
1177257,0,3950
1070772,0,3950
102379,0,3950
906469,0,3950
1108205,0,3950
77551,0,3950
888491,0,3950
814898,0,3950
877355,0,3950
1205512,0,3950
1170619,0,3950
830122,0,3950
745774,0,3950
1263074,0,3950
19149,0,3950
1068152,0,3950
943452,0,3950
931058,0,3950
1166789,0,3950
1135017,0,3950
888228,0,3950
1270769,0,3950
1220858,0,3950
1240733,0,3950
1264175,0,3950
702325,0,3950
844965,0,3950
9326,0,3950
818008,0,3950
817946,0,3950
772197,0,3950
763744,0,3950
1000298,0,3950
1042642,1064,2
1001082,1064,2
47518,0,3950
72162,0,3950
1141299,0,3950
949957,0,3950
31791,0,3950
1065087,0,3950
16040,0,3950
721683,0,3950
18349,0,3950
1040416,0,3950
1087432,0,3950
1000297,0,3950
865570,0,3950
1117042,311,8
1009379,311,8
23738,0,3950
103682,0,3950
715957,0,3950
912365,0,3950
353943,0,3950
1098277,0,3950
1095073,1087,2
914748,1087,2
1043044,0,3950
1059556,0,3950
812192,1091,3
1045702,1091,3
851998,1091,3
714310,0,3950
1111590,0,3950
1085707,0,3950
1058703,0,3950
1272957,0,3950
837173,0,3950
895930,0,3950
1220754,0,3950
1108426,1102,2
81023,1102,2
720154,0,3950
727303,0,3950
883976,0,3950
948846,0,3950
1016179,0,3950
1164863,0,3950
29924,0,3950
1103837,0,3950
101830,0,3950
730464,0,3950
1031107,0,3950
849116,0,3950
1053532,0,3950
310522,0,3950
874766,0,3950
1103601,0,3950
104819,0,3950
1047699,0,3950
1059790,0,3950
1110009,0,3950
744218,0,3950
708848,0,3950
798941,0,3950
1084332,0,3950
766004,0,3950
32166,0,3950
1091883,0,3950
861884,0,3950
1092825,0,3950
1089748,0,3950
919623,0,3950
888455,0,3950
947577,1136,3
6814,1136,3
821026,0,3950
829499,0,3950
745544,1140,9
779955,1140,9
1094561,0,3950
935494,0,3950
931336,0,3950
1199114,0,3950
1103234,0,3950
1094895,0,3950
46709,0,3950
934612,0,3950
1124198,0,3950
917406,0,3950
926617,0,3950
913077,0,3950
1235660,0,3950
1235662,0,3950
912241,0,3950
1096051,0,3950
1095997,0,3950
916085,0,3950
28823,0,3950
878088,0,3950
895051,0,3950
1019361,0,3950
1027702,0,3950
946840,0,3950
785931,0,3950
74783,0,3950
92116,0,3950
1056903,0,3950
33416,0,3950
922621,0,3950
84246,0,3950
95552,0,3950
773141,0,3950
858661,0,3950
1087456,0,3950
849547,0,3950
1047040,0,3950
39135,0,3950
46619,1180,3
802851,1180,3
101778,0,3950
783280,0,3950
1003410,0,3950
103096,0,3950
784770,0,3950
66382,0,3950
879573,0,3950
716006,0,3950
1016577,1190,2
814250,1190,2
1065696,0,3950
1002579,0,3950
842314,608,5
856135,608,5
830159,608,5
928658,0,3950
1012620,0,3950
94328,0,3950
73887,0,3950
310142,0,3950
356801,0,3950
355199,0,3950
18937,0,3950
49754,0,3950
894405,0,3950
1061393,1207,2
18647,1207,2
1081971,0,3950
77385,0,3950
77388,0,3950
110101,0,3950
1091735,0,3950
28871,0,3950
879303,0,3950
895665,0,3950
877931,0,3950
1172203,0,3950
1172638,0,3950
889472,1220,3
929426,1220,3
826675,1220,3
1064243,0,3950
1062771,0,3950
720851,0,3950
1071341,0,3950
1131227,1227,2
912750,1227,2
103145,0,3950
897067,0,3950
1257761,0,3950
1235347,0,3950
1270816,0,3950
1208368,0,3950
1168579,0,3950
1096219,0,3950
920052,0,3950
1004155,0,3950
1144980,0,3950
1042582,287,21
1270426,287,21
1270427,287,21
1270428,287,21
1270430,287,21
1093942,287,21
1080504,287,21
1127358,287,21
1031999,287,21
1127360,287,21
1127362,287,21
1156216,287,21
1224923,287,21
1224950,287,21
1224951,287,21
1224952,287,21
1156218,287,21
1156220,287,21
1156221,287,21
1088454,0,3950
77776,0,3950
819539,0,3950
932112,0,3950
929940,0,3950
1109116,0,3950
769874,0,3950
1098834,0,3950
56679,0,3950
880117,0,3950
1000736,0,3950
1000495,0,3950
910057,0,3950
1134538,0,3950
789019,0,3950
1143908,0,3950
1110903,0,3950
915290,0,3950
888711,0,3950
96289,0,3950
1058083,0,3950
1165880,0,3950
885975,0,3950
926282,0,3950
875623,0,3950
949699,0,3950
1020214,0,3950
703360,0,3950
109831,0,3950
1050377,1288,2
32346,1288,2
354707,0,3950
46207,0,3950
874294,0,3950
920527,0,3950
320335,0,3950
922865,0,3950
818010,0,3950
1056696,0,3950
944809,0,3950
353779,0,3950
1053059,0,3950
923118,0,3950
16918,0,3950
942650,1303,2
844143,1303,2
1076441,0,3950
880765,0,3950
54883,0,3950
230557,0,3950
1098690,0,3950
1027532,0,3950
1139463,0,3950
225463,0,3950
727008,0,3950
743884,0,3950
768408,0,3950
899715,1316,3
1004036,1316,3
1069152,1318,6
892875,1318,6
1125264,1318,6
927569,1318,6
1186258,1318,6
1019542,1318,6
101001,0,3950
100517,0,3950
59558,0,3950
1039101,0,3950
1056239,0,3950
874255,0,3950
85704,0,3950
1042801,0,3950
1016178,0,3950
1060824,0,3950
1035748,0,3950
9092,0,3950
745614,0,3950
52466,0,3950
820067,0,3950
313716,0,3950
751085,0,3950
73822,0,3950
899751,0,3950
1066026,0,3950
779390,0,3950
1132424,0,3950
812708,0,3950
1132423,0,3950
1022080,0,3950
350077,0,3950
1267097,0,3950
