cik,component,size
1019737,0,10824
860748,0,10824
1468910,2,2
888471,2,2
1509432,0,10824
1207074,0,10824
58361,0,10824
1084869,0,10824
1499717,0,10824
1497647,0,10824
73309,0,10824
101829,0,10824
940944,0,10824
832988,0,10824
929545,0,10824
1290476,0,10824
816761,0,10824
889331,0,10824
1109448,0,10824
825313,0,10824
1587246,0,10824
1439095,0,10824
80424,0,10824
4962,0,10824
911177,0,10824
825410,0,10824
16160,0,10824
36146,0,10824
949961,0,10824
733590,0,10824
1102238,0,10824
867038,0,10824
800240,0,10824
1278027,0,10824
1031296,0,10824
1407703,0,10824
1514705,0,10824
1555538,0,10824
1395864,0,10824
1421182,0,10824
1113169,0,10824
1393612,0,10824
1048286,0,10824
855612,0,10824
1528837,0,10824
50104,0,10824
1305253,0,10824
1200375,0,10824
74208,0,10824
1018254,0,10824
1487371,0,10824
72444,0,10824
1054721,0,10824
1029581,0,10824
1347178,0,10824
855654,0,10824
1285785,0,10824
1518587,0,10824
790715,0,10824
850579,0,10824
1167294,0,10824
1545158,0,10824
1262279,0,10824
1550695,0,10824
1383571,0,10824
1090727,0,10824
1581990,0,10824
1070423,0,10824
1090425,0,10824
899045,0,10824
922360,0,10824
1012493,0,10824
922358,0,10824
922359,0,10824
1082754,0,10824
1067294,0,10824
42136,76,15
1413263,76,15
1316625,0,10824
1053374,0,10824
941713,0,10824
921082,0,10824
751364,0,10824
316793,0,10824
1224370,0,10824
1070081,0,10824
1410939,0,10824
351346,0,10824
1402366,0,10824
6769,0,10824
727538,0,10824
1422105,0,10824
1559865,0,10824
922863,0,10824
1130464,0,10824
12400,0,10824
1082510,0,10824
107140,0,10824
1067701,0,10824
1047166,0,10824
1140859,0,10824
912183,0,10824
1492633,0,10824
1397410,0,10824
1161728,0,10824
61339,0,10824
1065088,0,10824
896878,0,10824
1035443,0,10824
1074909,109,3
1552845,109,3
1310114,0,10824
1092699,0,10824
109177,0,10824
1083243,0,10824
74145,0,10824
1021635,0,10824
1213037,0,10824
1347613,0,10824
772320,0,10824
1280058,0,10824
1473597,0,10824
883237,0,10824
876437,0,10824
49826,0,10824
277135,0,10824
1054374,0,10824
1394954,0,10824
1391636,0,10824
723125,0,10824
1065049,0,10824
94344,0,10824
1013871,0,10824
1169264,0,10824
1517228,0,10824
922864,0,10824
926660,0,10824
1421461,0,10824
726728,0,10824
915140,0,10824
910612,0,10824
29534,0,10824
1404624,0,10824
1361394,0,10824
9892,0,10824
1524471,0,10824
945841,0,10824
935036,0,10824
1333248,0,10824
1466301,0,10824
1375151,0,10824
1109153,0,10824
1494214,0,10824
1319229,0,10824
1000229,0,10824
903127,0,10824
1012271,0,10824
1047884,0,10824
787253,0,10824
