cik,component,size
1130888,0,9373
874691,0,9373
1468910,2,2
888471,2,2
49728,0,9373
923118,0,9373
58361,0,9373
1084869,0,9373
25793,0,9373
1394069,0,9373
1290900,0,9373
1260221,0,9373
929545,0,9373
1290476,0,9373
816761,0,9373
863436,0,9373
752714,0,9373
935724,0,9373
6769,0,9373
727538,0,9373
1168054,0,9373
727920,0,9373
825313,0,9373
888002,0,9373
1109448,0,9373
80424,0,9373
4962,0,9373
1471261,0,9373
1262279,0,9373
1418968,0,9373
1389067,0,9373
101778,0,9373
1064863,0,9373
3197,0,9373
1081078,0,9373
1298675,0,9373
97854,0,9373
824410,0,9373
1325460,0,9373
16160,0,9373
36146,0,9373
949961,0,9373
1102238,0,9373
733590,0,9373
931336,0,9373
1174527,0,9373
1144320,46,10
789860,46,10
1031296,0,9373
65350,0,9373
73960,0,9373
77227,0,9373
53456,0,9373
352049,0,9373
20947,0,9373
1407703,0,9373
864749,0,9373
32198,0,9373
892537,0,9373
1048286,0,9373
1054579,0,9373
50957,0,9373
96793,0,9373
1139950,0,9373
202953,0,9373
225775,0,9373
277925,0,9373
1393311,0,9373
1347178,0,9373
855654,0,9373
1285785,0,9373
55242,0,9373
20171,0,9373
1156039,0,9373
907654,0,9373
716646,0,9373
901219,0,9373
1034760,77,3
1362718,77,3
866829,0,9373
314606,0,9373
1383571,0,9373
1090727,0,9373
1090425,0,9373
899045,0,9373
1085392,0,9373
81100,0,9373
922360,0,9373
1012493,0,9373
922358,0,9373
922359,0,9373
42136,91,2
1162747,91,2
1316625,0,9373
1053374,0,9373
941713,0,9373
921082,0,9373
1410240,0,9373
1303276,0,9373
1345840,0,9373
1376567,0,9373
722077,0,9373
316793,0,9373
1224370,0,9373
1442634,0,9373
1253557,0,9373
314741,0,9373
1022469,0,9373
1063665,0,9373
816159,0,9373
107140,0,9373
1067701,0,9373
1047166,0,9373
108772,0,9373
1056696,0,9373
887637,0,9373
1487999,0,9373
1161728,117,4
61339,117,4
1065088,0,9373
896878,0,9373
1309141,0,9373
40704,0,9373
789019,0,9373
1332896,0,9373
1035443,0,9373
751364,0,9373
1433593,0,9373
1022899,0,9373
317788,0,9373
864509,0,9373
913077,0,9373
1019695,0,9373
109177,0,9373
1083243,0,9373
1060009,0,9373
722723,0,9373
795212,0,9373
74145,0,9373
1021635,0,9373
1142380,0,9373
1347613,0,9373
1103184,0,9373
1166388,0,9373
772320,0,9373
1280058,0,9373
1473597,0,9373
1054374,0,9373
723125,0,9373
61478,0,9373
105770,0,9373
1325879,0,9373
922864,0,9373
926660,0,9373
1421461,0,9373
351346,0,9373
29534,0,9373
865549,157,4
1093661,157,4
1305631,157,4
945841,0,9373
935036,0,9373
1333248,0,9373
1375151,0,9373
811156,0,9373
201533,0,9373
1107216,0,9373
1031927,0,9373
903127,0,9373
812900,0,9373
1012271,0,9373
1047884,0,9373
787253,0,9373
92232,0,9373
1066107,0,9373
31986,0,9373
97142,0,9373
1410838,0,9373
200155,0,9373
1043604,0,9373
1108524,0,9373
890821,0,9373
34285,0,9373
1312073,0,9373
9389,0,9373
1034670,0,9373
1262768,0,9373
1175757,0,9373
1481506,0,9373
1070423,0,9373
353184,0,9373
317540,0,9373
811589,0,9373
815097,0,9373
1125259,0,9373
928576,0,9373
1098296,0,9373
867665,0,9373
1034755,0,9373
1479920,0,9373
1443799,0,9373
54441,0,9373
708821,0,9373
846876,203,3
749660,203,3
1101239,0,9373
1408501,0,9373
1262039,0,9373
1038280,0,9373
741815,0,9373
872448,0,9373
1058811,0,9373
1143513,212,4
1321741,212,4
1234006,212,4
1385280,0,9373
885975,0,9373
1002531,0,9373
786620,0,9373
1283456,219,19
1283457,219,19
1283332,219,19
1283334,219,19
1283464,219,19
1283337,219,19
1283596,219,19
1283598,219,19
1286608,219,19
1283316,219,19
1283318,219,19
1282616,219,19
1283450,219,19
1283451,219,19
1352801,0,9373
1395942,0,9373
81362,0,9373
84748,0,9373
724606,0,9373
1415277,0,9373
1341766,0,9373
1269871,0,9373
880446,0,9373
1039399,0,9373
1262449,0,9373
1262450,0,9373
740670,0,9373
1419984,246,2
1419985,246,2
41719,0,9373
795551,0,9373
66418,250,3
351231,250,3
928953,252,3
1490653,252,3
1175535,252,3
1354217,0,9373
1073431,0,9373
874016,0,9373
