cik,component,size
317187,0,12240
1518339,0,12240
60549,0,12240
922224,0,12240
55387,0,12240
1465872,0,12240
1030749,0,12240
1573166,0,12240
1664740,0,12240
1080340,0,12240
1468910,10,2
888471,10,2
58361,0,12240
1084869,0,12240
1694028,0,12240
1157806,0,12240
73309,0,12240
101829,0,12240
816761,0,12240
889331,0,12240
862861,0,12240
1045742,0,12240
727920,0,12240
825313,0,12240
1109448,0,12240
1691299,0,12240
1656936,0,12240
1113513,0,12240
1063537,0,12240
913241,0,12240
1569187,0,12240
1603286,0,12240
949961,0,12240
733590,0,12240
1102238,0,12240
867038,0,12240
1555280,0,12240
1136893,0,12240
940944,0,12240
768835,0,12240
916365,0,12240
800240,0,12240
1113169,0,12240
892537,0,12240
1048286,0,12240
1674168,0,12240
906163,0,12240
1362705,0,12240
1528837,0,12240
50104,0,12240
1200375,0,12240
1337619,0,12240
1487371,0,12240
1533840,0,12240
1310914,0,12240
891024,0,12240
109563,0,12240
1046568,0,12240
1550695,0,12240
1124804,0,12240
1553023,0,12240
1620928,0,12240
1540947,0,12240
1089531,0,12240
1473334,0,12240
1692787,0,12240
1609253,0,12240
1581990,0,12240
1070423,0,12240
1090425,0,12240
899045,0,12240
922360,0,12240
1012493,0,12240
922358,0,12240
922359,0,12240
924901,0,12240
1067063,0,12240
92416,0,12240
1692115,0,12240
941713,0,12240
921082,0,12240
751364,0,12240
1641640,0,12240
1624658,0,12240
1410939,0,12240
1434842,0,12240
1496099,0,12240
1559865,0,12240
1301787,0,12240
1589526,0,12240
1691303,0,12240
1123360,0,12240
107140,0,12240
1067701,0,12240
1047166,0,12240
949039,0,12240
1336047,0,12240
1405041,0,12240
1624826,0,12240
1492633,0,12240
1110783,0,12240
1161728,0,12240
61339,0,12240
80424,0,12240
896878,0,12240
1512762,0,12240
1668397,0,12240
1140761,0,12240
1138258,0,12240
1126294,0,12240
1490161,0,12240
1708341,0,12240
1100441,0,12240
790526,0,12240
1667489,0,12240
1552845,0,12240
1019695,0,12240
1453687,0,12240
1677203,0,12240
879101,0,12240
13156,0,12240
1071255,0,12240
74145,0,12240
1021635,0,12240
1591763,0,12240
1213037,0,12240
1347613,0,12240
1396033,0,12240
813298,0,12240
1177648,0,12240
792977,0,12240
1280058,0,12240
1473597,0,12240
883237,0,12240
876437,0,12240
49826,0,12240
277135,0,12240
926617,0,12240
1169987,0,12240
1370880,0,12240
1058057,0,12240
723125,0,12240
1169264,0,12240
1517228,0,12240
922864,0,12240
926660,0,12240
1421461,0,12240
726728,0,12240
915140,0,12240
910612,0,12240
1549922,0,12240
1680247,0,12240
1567925,152,2
1482974,152,2
1495932,0,12240
1404804,0,12240
1363958,0,12240
1665658,0,12240
1434620,0,12240
1339970,0,12240
1466301,0,12240
1047884,0,12240
787253,0,12240
1685715,0,12240
1379895,0,12240
1312073,0,12240
1034670,0,12240
9389,0,12240
1660734,0,12240
27673,0,12240
315189,0,12240
1666138,0,12240
1124941,0,12240
1039065,0,12240
1571283,0,12240
1286964,0,12240
1181749,0,12240
105319,0,12240
1609351,0,12240
317540,0,12240
811589,0,12240
815097,0,12240
1125259,0,12240
90144,0,12240
928576,0,12240
1081316,0,12240
75594,0,12240
71180,0,12240
1098296,0,12240
1704720,0,12240
1617227,0,12240
1594617,0,12240
1566445,0,12240
2186,0,12240
350868,0,12240
1591890,0,12240
946454,0,12240
1170010,0,12240
1267238,0,12240
1101239,0,12240
1280263,0,12240
1262039,0,12240
1495240,0,12240
1143513,0,12240
1321741,0,12240
1234006,0,12240
1067294,0,12240
1495231,0,12240
1309402,0,12240
1635650,0,12240
826675,0,12240
873860,0,12240
1491576,0,12240
1029142,0,12240
1031296,0,12240
1518587,0,12240
1519061,0,12240
1407703,0,12240
1597264,0,12240
1293971,0,12240
1485003,0,12240
706688,0,12240
36047,0,12240
81362,0,12240
84748,0,12240
1674760,0,12240
1683074,0,12240
97134,0,12240
11199,0,12240
