cik,component,size
352825,0,7254
794619,0,7254
18172,0,7254
86104,0,7254
33619,0,7254
1042431,0,7254
1078271,0,7254
1372264,0,7254
1368730,0,7254
1353932,0,7254
1380701,0,7254
825692,0,7254
813621,0,7254
752714,0,7254
935724,0,7254
6769,0,7254
727538,0,7254
1168054,0,7254
1068237,18,18
1037189,18,18
911503,18,18
1022509,0,7254
833829,0,7254
1057083,0,7254
812703,0,7254
1298675,0,7254
97854,0,7254
1085392,0,7254
3202,0,7254
81100,0,7254
766421,0,7254
310568,0,7254
1102741,0,7254
1102238,33,5
733590,33,5
4457,35,2
4458,35,2
1031296,0,7254
65350,0,7254
73960,0,7254
77227,0,7254
53456,0,7254
352049,0,7254
20947,0,7254
1051034,0,7254
38079,0,7254
864749,0,7254
32198,0,7254
820081,0,7254
313927,0,7254
892537,0,7254
14195,0,7254
100517,0,7254
882289,0,7254
1098690,0,7254
1310023,55,2
1301063,55,2
910521,0,7254
1063561,0,7254
96793,0,7254
1285785,0,7254
55242,0,7254
20171,0,7254
1156039,0,7254
884731,0,7254
1288379,0,7254
907654,0,7254
1347178,0,7254
901219,0,7254
930835,0,7254
916085,0,7254
1022705,0,7254
866829,0,7254
1017008,0,7254
1363890,0,7254
1070423,0,7254
1090425,0,7254
899045,0,7254
922360,0,7254
1012493,0,7254
922358,0,7254
922359,0,7254
1356200,0,7254
1356207,0,7254
1377220,0,7254
1353349,0,7254
1351223,0,7254
711512,87,3
776813,87,3
745061,87,3
1318035,0,7254
1216596,0,7254
1322439,0,7254
911216,0,7254
716054,0,7254
941713,0,7254
921082,0,7254
1303276,0,7254
1345840,0,7254
756502,0,7254
1376567,0,7254
722077,0,7254
1069353,0,7254
4127,0,7254
1310914,0,7254
1130310,0,7254
1042773,0,7254
48732,0,7254
1098911,0,7254
917968,0,7254
1287258,0,7254
1124289,0,7254
1314475,0,7254
1276520,113,3
1156124,113,3
1140859,0,7254
701221,0,7254
785312,0,7254
1174469,0,7254
1174470,0,7254
934798,0,7254
1101200,0,7254
1101201,0,7254
1101202,0,7254
1182076,0,7254
868984,0,7254
813298,0,7254
854460,0,7254
1161728,128,3
61339,128,3
25657,130,2
101594,130,2
1065088,0,7254
896878,0,7254
35214,0,7254
1144519,0,7254
40704,0,7254
789019,0,7254
820027,0,7254
790703,0,7254
1332896,0,7254
1035443,0,7254
751364,0,7254
318378,0,7254
1101215,0,7254
822746,0,7254
315131,0,7254
787250,147,2
27430,147,2
1019695,0,7254
918112,0,7254
839087,0,7254
1060009,0,7254
722723,0,7254
795212,0,7254
1108426,155,4
22767,155,4
81023,155,4
1124804,0,7254
1110189,0,7254
1158045,0,7254
1158046,0,7254
1158047,0,7254
1158048,0,7254
1158049,0,7254
1158050,0,7254
1158051,0,7254
1158052,0,7254
1158053,0,7254
1158054,0,7254
1158055,0,7254
1158056,0,7254
1158058,0,7254
1158059,0,7254
1158060,0,7254
1158062,0,7254
1158063,0,7254
1158193,0,7254
1158066,0,7254
804212,0,7254
902272,0,7254
1280058,0,7254
1054374,0,7254
723125,0,7254
61478,0,7254
105770,0,7254
1114200,0,7254
1123313,0,7254
1318310,0,7254
1110456,0,7254
1349120,0,7254
1110458,0,7254
1084421,0,7254
922864,0,7254
804138,0,7254
926660,0,7254
1345968,0,7254
1159297,0,7254
865549,198,4
1262876,198,4
1093661,198,4
1305631,198,4
945841,0,7254
935036,0,7254
1379661,0,7254
1333248,0,7254
1354217,0,7254
1142596,0,7254
1085475,0,7254
1085476,0,7254
1266604,0,7254
1266605,0,7254
1091667,0,7254
1271833,0,7254
1271834,0,7254
1047884,0,7254
