,average_neighbor_degree,louvain,motifs_node_3_1,motifs_node_3_2,motifs_node_4_1,motifs_node_4_2,motifs_node_4_3,motifs_node_4_4,motifs_node_4_5,motifs_node_4_6,k_core,page_rank,fiedler_vector,closeness_centrality,eccentricity,load_centrality,bfs_moments_1,bfs_moments_2,betweenness_centrality,eigenvector_centrality,clustering_coefficient,square_clustering_coefficient
1000015,6.333333492279053,105.0,26.0,4.0,35.0,166.0,26.0,0.0,10.0,0.0,3.0,7.472254219464958e-05,-0.0006342877168208361,0.11304739862680435,11.0,0.00012351447367109358,6.898744106292725,1.107524037361145,7582.81591796875,6.731212809363285e-12,0.0,0.03999999910593033
1000045,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548469486413524e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4637122979258444e-40,0.0,0.0
1000180,13.300000190734863,2998.0,297.0,49.0,1385.0,3905.0,861.0,12.0,275.0,30.0,6.0,0.00018210610141977668,-0.0006145953666418791,0.14309553802013397,10.0,0.0010728506604209542,5.6600871086120605,1.1118290424346924,75739.6953125,1.1858413140330981e-09,0.10457516461610794,0.03434136509895325
1000209,7.699999809265137,141.0,50.0,20.0,87.0,408.0,133.0,0.0,31.0,12.0,4.0,0.00010228394239675254,-0.0006312500336207449,0.12467152625322342,10.0,0.00013158092042431235,6.348756790161133,1.1364277601242065,7706.7607421875,1.5032500244593905e-10,0.25,0.12182740867137909
1000227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548469486413524e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4637122979258444e-40,0.0,0.0
1000228,14.600000381469727,2998.0,125.0,14.0,657.0,1515.0,300.0,8.0,97.0,6.0,6.0,8.841120143188164e-05,-0.0005884579150006175,0.13632753491401672,10.0,0.00043583681690506637,5.891438007354736,1.0857285261154175,30773.0234375,1.4078955778984437e-09,0.1785714328289032,0.05944798141717911
1000229,6.0,292.0,12.0,3.0,23.0,110.0,25.0,0.0,5.0,1.0,2.0,4.000747867394239e-05,-0.00046580369235016406,0.11327630281448364,11.0,0.0,6.886823654174805,1.1599278450012207,0.0,3.5572459149320335e-13,1.0,0.3636363744735718
1000230,3.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,6.284612027229741e-05,-0.0008160456200130284,0.07725968956947327,14.0,0.0,9.631120681762695,1.0796505212783813,0.0,2.7201500262838844e-17,0.0,0.5
1000232,6.0,2998.0,12.0,1.0,55.0,142.0,18.0,0.0,5.0,0.0,1.0,3.214556272723712e-05,-0.0006143616046756506,0.11971163004636765,11.0,0.0,6.570366382598877,1.0539089441299438,0.0,2.5629406583127512e-11,0.0,0.09090909361839294
1000234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548469486413524e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4637122979258444e-40,0.0,0.0
