,average_neighbor_degree,louvain,motifs_node_3_1,motifs_node_3_2,motifs_node_4_1,motifs_node_4_2,motifs_node_4_3,motifs_node_4_4,motifs_node_4_5,motifs_node_4_6,k_core,page_rank,fiedler_vector,closeness_centrality,eccentricity,load_centrality,bfs_moments_1,bfs_moments_2,betweenness_centrality,eigenvector_centrality,clustering_coefficient,square_clustering_coefficient
1000015,6.833333492279053,3970.0,29.0,4.0,53.0,205.0,27.0,0.0,12.0,0.0,4.0,5.486548616318032e-05,-0.0005102514405734837,0.10182023793458939,11.0,5.630602390738204e-05,6.766749858856201,1.1147531270980835,5677.4541015625,6.824770783231404e-12,0.0,0.0357142873108387
1000045,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64628460071981e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.249051029551933e-38,0.0,0.0
1000180,15.363636016845703,3970.0,395.0,52.0,2346.0,6621.0,1150.0,17.0,322.0,28.0,7.0,0.00014441050007008016,-0.0004907423281110823,0.13171491026878357,10.0,0.0008585479808971286,5.457899570465088,1.105223298072815,101265.8203125,1.1691604129282496e-08,0.08947368711233139,0.025974025949835777
1000209,9.090909004211426,201.0,56.0,29.0,118.0,551.0,201.0,1.0,45.0,31.0,5.0,7.789741357555613e-05,-0.0004985650302842259,0.11154168844223022,12.0,6.0676502471324056e-05,6.26414680480957,1.1822150945663452,5905.23291015625,2.374966057150374e-10,0.3888888955116272,0.197158083319664
1000227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64628460071981e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.249051029551933e-38,0.0,0.0
1000228,20.46666717529297,3970.0,271.0,36.0,2119.0,4556.0,1229.0,15.0,204.0,38.0,7.0,8.705240179551765e-05,-0.0004678976838476956,0.12927962839603424,11.0,0.0003018250281456858,5.541873931884766,1.1344389915466309,35810.453125,2.8812887631346484e-09,0.25641027092933655,0.061717353761196136
1000229,6.5,407.0,14.0,3.0,37.0,150.0,29.0,0.0,6.0,1.0,2.0,2.862801011360716e-05,-0.000374198192730546,0.1026502251625061,12.0,0.0,6.720122337341309,1.1387879848480225,0.0,8.359639369626137e-12,1.0,0.3076923191547394
1000230,3.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,4.831131809623912e-05,-0.0006311806500889361,0.07092521339654922,14.0,0.0,9.278745651245117,1.1139496564865112,0.0,2.6627195380988177e-16,0.0,0.5
1000232,7.0,3970.0,15.0,1.0,91.0,190.0,20.0,0.0,9.0,0.0,1.0,2.4330103769898415e-05,-0.00048733188305050135,0.10706032067537308,11.0,0.0,6.484495162963867,1.1042776107788086,0.0,3.4106911739328893e-11,0.0,0.0714285746216774
1000234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64628460071981e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.249051029551933e-38,0.0,0.0
