,average_neighbor_degree,louvain,motifs_node_3_1,motifs_node_3_2,motifs_node_4_1,motifs_node_4_2,motifs_node_4_3,motifs_node_4_4,motifs_node_4_5,motifs_node_4_6,k_core,page_rank,fiedler_vector,closeness_centrality,eccentricity,load_centrality,bfs_moments_1,bfs_moments_2,betweenness_centrality,eigenvector_centrality,clustering_coefficient,square_clustering_coefficient
1000015,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00017277125152759254,1.0,0.00017280111205764115,1.0,0.0,1.5,0.5,0.0,0.0,0.0,1.0
1000180,5.75,61.0,26.0,14.0,17.0,87.0,49.0,1.0,20.0,5.0,3.0,0.0002530622004996985,-0.00244787335395813,0.05151248350739479,16.0,0.0003981870540883392,8.255888938903809,1.9088026285171509,6592.24609375,1.1239689929305545e-15,0.20000000298023224,0.14473684132099152
1000209,4.0,88.0,6.0,5.0,2.0,13.0,9.0,0.0,2.0,1.0,2.0,0.00019354125834070146,-0.0024764351546764374,0.04906382039189339,16.0,0.00012919765140395612,8.618013381958008,1.8113189935684204,2163.0,1.9048530927514434e-14,0.3333333432674408,0.3333333432674408
1000227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000228,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000229,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000230,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000297,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000298,3.0,5.0,3.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0001928746933117509,8.22278600765003e-09,0.00046080295578576624,2.0,2.3892306444395217e-07,2.200000047683716,0.7483314871788025,4.0,0.0,0.0,0.3333333432674408
1000495,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000564,5.5,84.0,9.0,10.0,0.0,23.0,26.0,0.0,4.0,6.0,3.0,0.0001714202226139605,-0.002805052325129509,0.04842666536569595,17.0,8.495314978063107e-05,8.718244552612305,1.9244542121887207,1446.127197265625,2.0231422602750432e-13,0.6666666865348816,0.4901960790157318
1000623,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000654,5.5,84.0,9.0,9.0,0.0,23.0,26.0,0.0,4.0,5.0,3.0,0.0001714202226139605,-0.002805052325129509,0.04842666536569595,17.0,8.495314978063107e-05,8.718244552612305,1.9244542121887207,1446.127197265625,2.0231422602750432e-13,0.6666666865348816,0.4901960790157318
1000683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017277125152759254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000688,4.833333492279053,84.0,8.0,10.0,8.0,30.0,9.0,0.0,4.0,7.0,3.0,0.00019331743533257395,-0.002090715803205967,0.0471787303686142,15.0,0.0003872345550917089,8.922401428222656,1.919748306274414,6483.0,8.536647387752687e-16,0.5,0.44186046719551086
1000694,4.400000095367432,99.0,8.0,6.0,6.0,17.0,14.0,0.0,6.0,1.0,2.0,0.00018003201694227755,-0.002529530320316553,0.04627227783203125,18.0,0.00025827583158388734,9.077598571777344,1.9125165939331055,4324.0,5.309175050993618e-17,0.3333333432674408,0.25925925374031067
