,average_neighbor_degree,louvain,motifs_node_3_1,motifs_node_3_2,motifs_node_4_1,motifs_node_4_2,motifs_node_4_3,motifs_node_4_4,motifs_node_4_5,motifs_node_4_6,k_core,page_rank,fiedler_vector,closeness_centrality,eccentricity,load_centrality,bfs_moments_1,bfs_moments_2,betweenness_centrality,eigenvector_centrality,clustering_coefficient,square_clustering_coefficient
1000015,6.166666507720947,1169.0,25.0,4.0,30.0,145.0,26.0,0.0,9.0,0.0,3.0,7.935566100059077e-05,-0.00018162024207413197,0.11225306987762451,12.0,0.00012278185749892145,6.976193904876709,1.1251085996627808,6295.1220703125,6.700537694137587e-12,0.0,0.0416666679084301
1000045,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000180,11.736842155456543,649.0,247.0,46.0,952.0,2746.0,692.0,6.0,244.0,27.0,6.0,0.00019587248971220106,-9.563018102198839e-05,0.13867992162704468,10.0,0.0010984838008880615,5.8373703956604,1.1178271770477295,63384.890625,5.38411371042713e-10,0.10294117778539658,0.036236703395843506
1000209,6.125,1945.0,26.0,14.0,25.0,171.0,57.0,0.0,15.0,6.0,3.0,0.00010227298480458558,-0.00016270650667138398,0.11601472645998001,12.0,0.00010587328142719343,6.782422065734863,1.1154757738113403,5178.2119140625,2.0862114119557518e-11,0.2666666805744171,0.1515151560306549
1000227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000228,12.88888931274414,1945.0,98.0,11.0,442.0,1067.0,210.0,8.0,69.0,3.0,5.0,9.316026262240484e-05,-0.0001654431689530611,0.13319216668605804,10.0,0.0004879056359641254,6.036678314208984,1.0913487672805786,29010.759765625,1.3618145500160495e-09,0.1428571492433548,0.05919003114104271
1000229,4.0,149.0,6.0,1.0,11.0,34.0,7.0,0.0,3.0,0.0,1.0,4.2464864236535504e-05,-0.00021784467389807105,0.10410823673009872,12.0,0.0,7.443737030029297,1.169472098350525,0.0,9.56052796066871e-14,0.0,0.20000000298023224
1000230,2.6666667461395264,199.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,6.855894025648013e-05,-0.00027475220849737525,0.07719901949167252,14.0,0.0,9.689826965332031,1.1138575077056885,0.0,2.6406862589944877e-17,0.0,1.0
1000232,6.0,1945.0,12.0,1.0,55.0,124.0,17.0,0.0,6.0,0.0,1.0,3.5326196666574106e-05,-0.0001779325830284506,0.11859510093927383,12.0,0.0,6.656609058380127,1.0738184452056885,0.0,2.460327080955338e-11,0.0,0.09090909361839294
1000234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000297,6.0,207.0,16.0,18.0,6.0,45.0,43.0,0.0,19.0,14.0,4.0,0.00012076291022822261,-0.00016668248281348497,0.10098052769899368,12.0,0.00038775792927481234,7.643321990966797,1.17881178855896,22284.013671875,1.2858335544322502e-13,0.46666666865348816,0.3798449635505676
1000298,8.071428298950195,112.0,81.0,40.0,132.0,464.0,224.0,0.0,118.0,46.0,5.0,0.00016704316658433527,-0.00020816274627577513,0.11969631910324097,11.0,0.0009183073998428881,6.604567527770996,1.1177862882614136,49027.625,4.3360818408055835e-11,0.24242424964904785,0.15962441265583038
1000495,5.333333492279053,1945.0,10.0,1.0,39.0,55.0,7.0,0.0,9.0,0.0,1.0,3.8799335015937686e-05,-0.00020333273278083652,0.11054540425539017,12.0,0.0,7.068511962890625,1.093363881111145,0.0,5.008684873103464e-12,0.0,0.1111111119389534
1000564,12.727272987365723,237.0,90.0,28.0,424.0,930.0,309.0,1.0,90.0,28.0,6.0,0.00010950044816127047,-0.00024244663654826581,0.1310281753540039,11.0,0.0001738984719850123,6.119861602783203,1.131872296333313,10793.513671875,2.1932947125158364e-10,0.4444444477558136,0.16252821683883667
1000623,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000654,12.727272987365723,237.0,90.0,27.0,424.0,930.0,309.0,1.0,90.0,26.0,6.0,0.00010950044816127047,-0.00024244663654826581,0.1310281753540039,11.0,0.0001738984719850123,6.119861602783203,1.131872296333313,10793.513671875,2.1932947125158364e-10,0.4444444477558136,0.16252821683883667
1000683,3.75,1945.0,3.0,4.0,2.0,34.0,7.0,0.0,0.0,1.0,2.0,5.8987636293750256e-05,-0.0002320159983355552,0.10647766292095184,12.0,0.0,7.3003458976745605,1.0711859464645386,0.0,6.927417840751904e-12,1.0,1.0
1000688,6.166666507720947,1169.0,16.0,10.0,72.0,141.0,14.0,0.0,11.0,7.0,3.0,9.175846207654104e-05,-0.00019473742577247322,0.11122781038284302,12.0,0.00037376576801761985,7.031280040740967,1.199823021888733,21663.0,5.559582199991808e-13,0.5,0.25333333015441895
1000694,13.833333015441895,1169.0,139.0,24.0,867.0,1534.0,443.0,3.0,112.0,16.0,5.0,0.00013135028711985797,-0.00016851606778800488,0.134927436709404,11.0,0.0004442598728928715,5.971903324127197,1.1672163009643555,25613.236328125,1.1974256308722175e-10,0.2222222238779068,0.06141015887260437
1000695,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000697,11.733333587646484,1169.0,188.0,28.0,972.0,2462.0,311.0,3.0,147.0,9.0,5.0,0.0001678171829553321,-0.000181895840796642,0.1436363011598587,10.0,0.0018751807510852814,5.670449733734131,1.0936963558197021,106546.7734375,6.002110475300526e-10,0.05128205195069313,0.019417475908994675
1000736,8.692307472229004,1945.0,104.0,27.0,270.0,1021.0,202.0,10.0,96.0,12.0,5.0,0.0001551131863379851,-0.00019684000289998949,0.13234840333461761,11.0,0.0007396992295980453,6.068789005279541,1.092079758644104,43247.4140625,8.44813441425174e-10,0.1090909093618393,0.06299212574958801
1000753,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000779,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1000787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
1001039,15.066666603088379,1945.0,214.0,31.0,1094.0,2968.0,618.0,8.0,152.0,17.0,6.0,0.0001471905707148835,-0.00016220079851336777,0.14437219500541687,10.0,0.0005035198992118239,5.64664363861084,1.0985288619995117,29519.203125,7.761511988668701e-10,0.1538461595773697,0.04556752368807793
1001082,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.286775457439944e-05,-1.0,9.287638386012986e-05,1.0,0.0,1.5,0.5,0.0,4.867308201304049e-37,0.0,1.0
1001113,8.0,1945.0,36.0,4.0,83.0,262.0,39.0,0.0,20.0,0.0,4.0,6.935801502550021e-05,-9.946204954758286e-05,0.12009076029062271,11.0,0.00014799708151258528,6.5861592292785645,1.133852481842041,7781.7314453125,2.4574474399852164e-11,0.0,0.02857142873108387
1001115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286775457439944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.463740323895131e-40,0.0,0.0
