,average_neighbor_degree,louvain,motifs_node_3_1,motifs_node_3_2,motifs_node_4_1,motifs_node_4_2,motifs_node_4_3,motifs_node_4_4,motifs_node_4_5,motifs_node_4_6,k_core,page_rank,fiedler_vector,closeness_centrality,eccentricity,load_centrality,bfs_moments_1,bfs_moments_2,betweenness_centrality,eigenvector_centrality,clustering_coefficient,square_clustering_coefficient
1000015,8.0,4242.0,36.0,4.0,109.0,329.0,35.0,0.0,16.0,0.0,4.0,4.311634984333068e-05,-0.0004739743017125875,0.11188789457082748,14.0,4.253918814356439e-05,6.552367687225342,1.2428799867630005,5477.26123046875,7.952876204808668e-12,0.0,0.02857142873108387
1000045,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7690089306561276e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2490193602066392e-38,0.0,0.0
1000180,17.74193572998047,4242.0,763.0,80.0,6423.0,14944.0,2375.0,55.0,759.0,49.0,8.0,0.00016996961494442075,-0.00043830147478729486,0.1419704705476761,12.0,0.0009764650603756309,5.375858783721924,1.240919589996338,151907.921875,1.2099305557455864e-08,0.06157635524868965,0.018341999500989914
1000209,9.166666984558105,4242.0,71.0,31.0,154.0,735.0,245.0,1.0,59.0,31.0,5.0,7.496459875255823e-05,-0.0004851669946219772,0.11832880973815918,14.0,0.00022449194511864334,6.250139236450195,1.2963818311691284,30972.306640625,2.3963334094823097e-10,0.31111112236976624,0.15555556118488312
1000227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7690089306561276e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2490193602066392e-38,0.0,0.0
1000228,21.0,4242.0,393.0,48.0,3068.0,7871.0,1825.0,18.0,280.0,43.0,8.0,8.678477752255276e-05,-0.00047915062168613076,0.13884751498699188,13.0,0.00026576759410090744,5.47428035736084,1.2506405115127563,40868.328125,5.729661189946e-09,0.1764705926179886,0.0421016588807106
1000229,8.571428298950195,4242.0,42.0,9.0,149.0,435.0,90.0,2.0,25.0,2.0,4.0,4.304918911657296e-05,-0.00048041812260635197,0.11121094226837158,15.0,1.3404505807557143e-05,6.586165428161621,1.311775803565979,1721.6158447265625,1.0931987953766154e-11,0.20000000298023224,0.09708737581968307
1000230,7.285714149475098,234.0,15.0,16.0,15.0,106.0,70.0,0.0,14.0,14.0,4.0,5.830854570376687e-05,-0.0004909628187306225,0.10774209350347519,14.0,5.31825321559154e-07,6.766016483306885,1.196961522102356,59.18120193481445,5.226483829057216e-11,0.800000011920929,0.4955752193927765
1000232,8.333333015441895,4242.0,19.0,1.0,154.0,264.0,23.0,0.0,13.0,0.0,1.0,2.079264413623605e-05,-0.0004783347831107676,0.11525700241327286,13.0,0.0,6.3900651931762695,1.213217854499817,0.0,3.5127265679557595e-11,0.0,0.0555555559694767
1000234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7690089306561276e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2490193602066392e-38,0.0,0.0
1000235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7690089306561276e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2490193602066392e-38,0.0,0.0
1000278,3.6666667461395264,155.0,5.0,1.0,7.0,24.0,5.0,0.0,3.0,0.0,1.0,2.867387593141757e-05,-0.0004872275749221444,0.09615682065486908,15.0,0.0,7.460724353790283,1.210825800895691,0.0,2.1754732076103428e-13,0.0,0.25
1000297,7.625,136.0,29.0,16.0,45.0,160.0,87.0,0.0,24.0,12.0,4.0,6.0363152442732826e-05,-0.00048752978909760714,0.10307309776544571,14.0,3.263824328314513e-05,7.027204990386963,1.2483984231948853,4346.10400390625,3.3766712299529433e-13,0.46666666865348816,0.2487804889678955
1000298,7.875,250.0,111.0,44.0,260.0,721.0,263.0,0.0,168.0,46.0,6.0,0.0001174987992271781,-0.0004920607316307724,0.11515186727046967,14.0,0.0005321613280102611,6.394986152648926,1.2351900339126587,73939.390625,7.527407169805045e-11,0.17582418024539948,0.12041884660720825
1000459,5.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.7690089306561276e-05,0.27508461475372314,0.00023077367222867906,1.0,0.0,1.7999999523162842,0.4000000059604645,0.0,1.451686998858723e-29,1.0,2.0
1000495,5.333333492279053,4242.0,10.0,1.0,39.0,88.0,9.0,0.0,7.0,0.0,1.0,2.2612881366512738e-05,-0.00048314526793546975,0.10546965897083282,14.0,0.0,6.8902506828308105,1.1954834461212158,0.0,1.2075218429330459e-11,0.0,0.1111111119389534
